,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid
58,Male,29,25 - 45,African-American,0,0,0,1,F,0
59,Male,20,25 - 45,African-American,1,1,0,2,F,1
60,Male,20,25 - 45,African-American,0,0,1,7,F,1
61,Male,41,25 - 45,African-American,3,0,0,2,F,1
62,Male,49,Greater than 45,Caucasian,0,0,1,10,F,0
63,Male,52,25 - 45,African-American,0,0,0,8,M,0
64,Female,29,Greater than 45,African-American,0,0,1,1,F,0
65,Male,29,25 - 45,Other,0,1,0,10,M,1
66,Male,29,Less than 25,African-American,0,2,0,2,F,1
67,Male,33,Greater than 45,Caucasian,0,2,0,4,F,0
68,Male,26,Less than 25,Other,0,1,0,1,M,1
69,Male,23,Less than 25,Other,0,1,0,10,M,1
70,Male,24,Less than 25,African-American,0,0,0,2,F,0
71,Male,23,Greater than 45,African-American,0,0,0,1,M,0
72,Female,21,25 - 45,African-American,1,0,1,18,F,1
73,Male,29,25 - 45,Hispanic,0,0,0,1,F,0
74,Female,29,25 - 45,Hispanic,0,0,2,4,F,1
75,Male,49,Greater than 45,Hispanic,0,0,0,7,F,0
76,Male,50,25 - 45,Caucasian,1,0,0,4,M,0
77,Female,26,25 - 45,Caucasian,0,0,1,1,F,1
78,Male,32,Greater than 45,African-American,0,0,2,2,F,0
79,Male,54,Greater than 45,African-American,0,0,0,1,M,0
80,Male,21,Less than 25,Hispanic,2,4,0,7,F,1
81,Male,58,Less than 25,African-American,0,0,0,4,M,0
82,Male,30,Greater than 45,Caucasian,0,0,0,4,M,1
83,Male,21,Less than 25,African-American,0,0,0,9,F,1
84,Male,37,25 - 45,African-American,0,0,0,2,F,0
85,Female,23,25 - 45,African-American,0,0,0,9,F,0
86,Male,29,Less than 25,Hispanic,0,0,0,2,M,1
87,Male,41,25 - 45,Caucasian,0,1,1,1,F,1
88,Male,22,25 - 45,African-American,0,0,0,18,F,1
89,Male,21,25 - 45,African-American,3,2,3,2,F,1
90,Male,24,25 - 45,African-American,3,0,0,7,F,1
91,Male,21,Less than 25,African-American,1,0,0,1,F,1
92,Female,25,25 - 45,African-American,0,1,1,2,F,1
93,Female,22,Greater than 45,African-American,0,0,1,4,M,1
94,Male,23,Less than 25,Other,0,0,0,13,F,0
95,Male,22,Less than 25,Caucasian,0,2,0,2,M,1
96,Female,34,25 - 45,Caucasian,0,0,2,4,M,1
97,Female,27,Less than 25,African-American,0,0,2,7,F,0
98,Male,51,Less than 25,Asian,2,0,1,2,M,1
99,Female,53,25 - 45,African-American,0,0,0,13,F,0
100,Male,50,Less than 25,African-American,0,4,3,9,F,1
101,Male,22,Less than 25,Caucasian,0,0,0,1,M,1
102,Male,34,25 - 45,Caucasian,0,0,0,4,M,0
103,Female,33,Less than 25,Other,0,0,1,8,F,0
104,Male,21,Less than 25,African-American,1,0,0,10,F,1
105,Male,37,Less than 25,African-American,2,0,0,4,M,0
106,Male,25,25 - 45,African-American,3,4,1,7,F,1
107,Male,26,25 - 45,African-American,2,4,0,1,F,1
108,Male,22,Greater than 45,Caucasian,0,2,0,5,M,1
109,Male,25,25 - 45,Hispanic,0,2,0,19,M,1
110,Male,21,25 - 45,Hispanic,0,0,3,2,F,1
111,Female,33,25 - 45,African-American,0,0,0,12,F,0
112,Female,22,25 - 45,Caucasian,0,2,0,26,M,1
113,Male,50,Less than 25,African-American,0,0,1,6,M,0
114,Male,22,25 - 45,Other,0,0,0,1,F,0
115,Male,22,25 - 45,Other,0,1,2,1,F,1
116,Male,21,25 - 45,Hispanic,1,2,0,7,F,1
117,Male,33,Greater than 45,Asian,1,0,0,7,M,0
118,Male,22,Less than 25,Hispanic,0,1,0,0,M,0
119,Male,33,Less than 25,African-American,0,0,0,19,M,1
120,Male,33,Greater than 45,African-American,0,0,0,2,F,0
121,Male,37,25 - 45,African-American,0,0,3,1,F,0
122,Female,20,25 - 45,African-American,4,2,0,1,F,1
123,Female,54,Less than 25,Native American,0,0,0,2,F,0
124,Male,35,25 - 45,Caucasian,0,0,1,10,F,0
125,Male,49,25 - 45,Caucasian,0,1,0,5,F,1
126,Female,30,25 - 45,Caucasian,0,0,2,0,F,1
127,Male,29,Greater than 45,African-American,3,0,0,1,F,0
128,Female,23,Less than 25,Other,0,0,0,2,M,0
129,Male,22,Less than 25,Other,0,0,0,0,M,1
130,Female,21,25 - 45,Caucasian,1,1,1,7,F,1
131,Male,21,25 - 45,Other,1,0,1,4,F,1
132,Male,35,Greater than 45,Hispanic,0,0,0,2,M,0
133,Male,22,25 - 45,African-American,0,0,0,11,F,1
134,Male,29,25 - 45,Other,0,0,0,4,F,1
135,Female,48,25 - 45,Hispanic,0,1,0,0,F,1
136,Male,38,Greater than 45,Hispanic,0,0,0,6,F,0
137,Female,50,25 - 45,Caucasian,0,1,0,7,F,0
138,Male,22,25 - 45,Hispanic,0,1,0,10,M,1
139,Male,52,Less than 25,Caucasian,0,0,0,0,F,0
140,Male,29,25 - 45,African-American,0,1,3,4,F,1
141,Female,46,25 - 45,Caucasian,1,0,1,4,F,1
142,Female,52,Less than 25,African-American,0,0,0,2,F,0
143,Male,34,25 - 45,African-American,0,0,0,7,F,1
144,Female,21,Less than 25,African-American,0,0,0,1,F,1
145,Female,50,Less than 25,Hispanic,1,0,0,1,F,0
146,Male,27,25 - 45,Caucasian,0,0,0,4,F,0
147,Male,51,25 - 45,Native American,0,0,0,12,F,0
148,Male,50,25 - 45,Caucasian,0,0,0,13,F,0
149,Male,28,Less than 25,Hispanic,0,0,0,8,F,0
150,Male,29,25 - 45,Other,1,0,0,1,F,1
151,Male,27,Less than 25,Caucasian,0,0,0,14,F,1
152,Female,35,Greater than 45,African-American,2,0,0,1,F,1
153,Male,19,25 - 45,African-American,0,1,1,14,F,1
154,Male,30,25 - 45,Asian,0,1,0,0,F,1
155,Male,51,25 - 45,Caucasian,0,0,0,1,F,0
156,Male,30,Less than 25,Caucasian,0,0,1,10,M,1
157,Female,23,Less than 25,African-American,0,4,0,1,F,0
158,Female,26,25 - 45,African-American,0,0,0,7,F,1
159,Male,29,Greater than 45,African-American,0,0,0,1,F,0
160,Male,40,25 - 45,African-American,0,2,1,4,F,1
161,Male,21,25 - 45,African-American,0,0,2,1,M,1
162,Female,21,Greater than 45,Native American,1,2,0,2,M,1
163,Male,51,Greater than 45,African-American,0,2,1,2,F,0
164,Male,23,25 - 45,Caucasian,0,0,0,2,M,1
165,Male,27,Less than 25,Caucasian,0,2,0,2,F,1
166,Female,31,25 - 45,African-American,0,0,0,10,M,1
167,Male,21,Less than 25,African-American,0,1,0,4,F,1
168,Male,29,25 - 45,Caucasian,0,2,0,0,F,1
169,Male,32,Less than 25,Other,2,0,2,7,M,1
170,Male,46,25 - 45,African-American,0,0,0,4,M,1
171,Male,22,Less than 25,African-American,1,0,1,7,M,1
172,Male,31,25 - 45,Caucasian,0,0,0,4,M,1
173,Male,23,25 - 45,Other,1,0,0,4,F,1
174,Male,53,Less than 25,African-American,0,0,0,2,F,0
175,Male,27,Less than 25,Caucasian,0,0,0,2,F,0
176,Male,42,25 - 45,Hispanic,1,0,0,1,F,1
177,Male,53,Greater than 45,African-American,0,0,0,1,F,0
178,Male,24,25 - 45,African-American,1,1,1,10,F,1
179,Female,30,25 - 45,Caucasian,0,0,0,14,F,1
180,Male,53,25 - 45,Caucasian,0,0,1,1,F,0
181,Female,30,Greater than 45,African-American,0,3,0,10,F,1
182,Male,23,Less than 25,Hispanic,0,0,0,2,F,0
183,Male,25,25 - 45,Other,0,1,0,7,F,1
184,Male,27,25 - 45,African-American,0,0,0,2,F,1
185,Female,29,25 - 45,Hispanic,0,0,0,1,F,0
186,Male,20,25 - 45,Asian,3,0,1,10,F,1
187,Male,48,25 - 45,Other,0,1,0,9,F,1
188,Male,52,Less than 25,African-American,0,2,0,4,M,0
189,Male,26,Less than 25,African-American,0,1,0,10,F,1
190,Male,30,Greater than 45,African-American,0,0,3,4,M,1
191,Male,31,Greater than 45,Native American,0,0,2,2,M,1
192,Male,31,25 - 45,African-American,0,0,1,2,M,1
193,Male,28,Less than 25,African-American,0,1,0,2,F,1
194,Male,22,25 - 45,Caucasian,0,1,0,10,F,0
195,Male,22,25 - 45,Caucasian,0,0,1,2,F,0
196,Male,43,25 - 45,African-American,1,4,3,2,F,1
197,Male,53,25 - 45,Other,0,0,0,1,M,0
198,Male,28,25 - 45,Caucasian,0,1,0,2,F,0
199,Male,28,25 - 45,African-American,0,2,0,4,F,1
200,Male,49,25 - 45,African-American,0,4,0,10,F,0
201,Male,25,25 - 45,Hispanic,0,0,0,6,F,0
202,Male,22,25 - 45,Caucasian,0,0,3,10,F,1
203,Female,26,25 - 45,African-American,0,0,0,2,F,0
204,Male,26,Less than 25,Hispanic,0,2,0,10,M,1
205,Male,27,Greater than 45,Other,0,1,1,10,F,1
206,Male,54,Greater than 45,African-American,0,0,0,2,F,0
207,Male,31,25 - 45,Hispanic,0,0,0,4,M,0
208,Female,37,25 - 45,African-American,0,0,0,4,F,0
209,Male,30,25 - 45,African-American,3,2,1,19,F,1
210,Male,25,25 - 45,Other,0,0,0,7,F,1
211,Male,26,25 - 45,Caucasian,0,0,0,2,M,1
212,Male,19,25 - 45,Caucasian,4,1,3,7,F,1
213,Female,31,25 - 45,African-American,0,0,0,7,M,1
214,Male,28,Less than 25,Other,1,4,2,10,F,1
215,Male,26,25 - 45,Caucasian,0,0,0,7,F,1
216,Male,42,Less than 25,Asian,2,3,0,7,F,1
217,Male,33,Less than 25,Other,1,0,1,14,F,1
218,Male,29,Greater than 45,Hispanic,0,0,0,2,M,0
219,Male,21,Less than 25,African-American,1,2,1,4,F,1
220,Male,22,25 - 45,Hispanic,0,1,0,0,M,1
221,Male,38,25 - 45,African-American,3,1,3,18,M,1
222,Male,31,25 - 45,African-American,0,0,0,4,M,0
223,Male,24,Greater than 45,Other,1,2,3,10,F,1
224,Male,23,25 - 45,African-American,0,0,1,9,F,1
225,Male,56,25 - 45,African-American,0,0,0,4,F,0
226,Male,22,Greater than 45,Asian,0,1,1,10,M,1
227,Male,49,Greater than 45,African-American,0,2,3,14,M,1
228,Male,21,Less than 25,Hispanic,0,0,0,4,F,1
229,Male,21,Less than 25,Other,1,0,1,1,M,1
230,Male,30,Greater than 45,Caucasian,1,1,4,14,F,1
231,Female,29,Greater than 45,African-American,0,0,0,1,F,1
232,Male,33,Less than 25,Asian,1,0,4,4,F,1
233,Male,49,25 - 45,African-American,0,0,1,1,F,1
234,Male,35,Less than 25,African-American,0,0,1,1,F,1
235,Male,22,Less than 25,Caucasian,0,0,0,1,F,1
236,Male,33,25 - 45,African-American,1,1,1,4,M,1
237,Male,33,25 - 45,African-American,0,0,0,10,F,0
238,Male,23,Greater than 45,Caucasian,0,0,0,4,F,0
239,Male,32,25 - 45,African-American,0,2,0,10,F,1
240,Male,44,Less than 25,African-American,0,0,3,14,F,1
241,Male,31,25 - 45,Hispanic,0,0,0,1,F,0
242,Male,53,25 - 45,Other,0,0,0,2,F,0
243,Female,54,25 - 45,African-American,0,0,0,9,M,0
244,Male,24,25 - 45,African-American,0,0,2,11,F,0
245,Female,34,Less than 25,Caucasian,0,0,0,1,M,1
246,Female,40,25 - 45,Other,0,1,4,10,F,1
247,Male,41,Greater than 45,Hispanic,0,1,3,7,F,1
248,Male,49,25 - 45,African-American,0,2,0,4,F,1
249,Male,36,25 - 45,African-American,0,0,0,4,F,0
250,Female,23,Greater than 45,Caucasian,0,0,0,1,F,0
251,Male,20,Less than 25,African-American,0,2,3,10,F,1
252,Male,32,Greater than 45,African-American,1,0,0,8,F,0
253,Male,22,Less than 25,African-American,0,0,1,7,F,1
254,Male,46,25 - 45,African-American,0,0,0,10,M,1
255,Male,41,Less than 25,African-American,2,1,3,10,F,1
256,Female,23,25 - 45,Caucasian,0,2,0,17,F,0
257,Female,30,25 - 45,Caucasian,0,0,0,7,M,1
258,Male,27,25 - 45,African-American,0,0,0,7,F,0
259,Male,31,Greater than 45,African-American,0,0,0,4,F,1
260,Female,53,25 - 45,Other,0,0,0,1,F,0
261,Male,26,Less than 25,African-American,0,0,0,20,F,1
262,Male,49,25 - 45,Hispanic,0,0,0,1,F,0
263,Male,34,25 - 45,African-American,0,0,0,4,F,0
264,Male,21,25 - 45,Caucasian,2,0,1,2,F,1
265,Female,54,Greater than 45,African-American,0,0,2,2,M,0
266,Male,45,Greater than 45,African-American,0,0,1,10,F,0
267,Male,30,Greater than 45,Hispanic,0,0,1,7,M,1
268,Male,21,25 - 45,Other,0,0,0,1,F,1
269,Female,22,Greater than 45,Caucasian,0,0,0,2,F,0
270,Male,26,Greater than 45,Other,0,0,0,1,F,0
271,Male,40,Less than 25,African-American,0,0,3,1,F,1
272,Male,33,25 - 45,African-American,1,0,1,7,F,0
273,Male,49,Greater than 45,Hispanic,0,0,0,2,F,0
274,Male,26,Less than 25,Other,0,2,0,2,M,1
275,Male,21,25 - 45,African-American,0,0,4,10,M,1
276,Female,33,25 - 45,Hispanic,0,0,0,6,M,0
277,Male,20,Less than 25,African-American,0,0,1,2,F,1
278,Male,49,25 - 45,African-American,0,0,0,10,F,0
279,Female,27,Greater than 45,Other,0,0,0,1,F,1
280,Male,46,Less than 25,African-American,0,4,3,7,F,1
281,Male,31,Less than 25,Hispanic,4,0,0,14,M,1
282,Female,28,25 - 45,African-American,0,0,1,7,F,1
283,Female,22,Less than 25,Caucasian,0,0,0,4,F,0
284,Male,47,25 - 45,Other,0,0,0,2,F,0
285,Female,54,Greater than 45,African-American,0,0,0,1,F,0
286,Female,22,25 - 45,Caucasian,0,1,0,1,F,0
287,Male,32,Less than 25,African-American,0,0,1,13,M,1
288,Male,25,25 - 45,Caucasian,2,0,1,14,F,1
289,Male,22,Less than 25,Caucasian,0,0,1,4,M,1
290,Female,22,Less than 25,Caucasian,0,0,0,2,F,0
291,Male,21,25 - 45,Hispanic,0,4,0,10,F,1
292,Female,27,25 - 45,Other,0,0,0,10,F,0
293,Female,29,Greater than 45,Asian,0,0,0,11,F,0
294,Male,34,25 - 45,Caucasian,0,0,4,4,M,1
295,Male,34,25 - 45,African-American,0,0,0,1,F,1
296,Female,21,Less than 25,African-American,0,0,0,7,M,1
297,Male,48,Less than 25,African-American,1,0,0,7,F,1
298,Female,34,25 - 45,African-American,0,0,0,10,F,0
299,Male,33,Less than 25,Other,0,0,0,20,F,1
300,Male,32,25 - 45,Caucasian,1,0,3,10,F,1
301,Male,35,Less than 25,African-American,0,4,1,4,M,1
302,Male,22,Greater than 45,Caucasian,0,0,0,4,F,0
303,Male,22,25 - 45,Other,0,1,1,14,F,1
304,Male,32,Less than 25,African-American,0,0,0,2,F,1
305,Male,22,Less than 25,Hispanic,0,0,0,2,F,1
306,Female,35,25 - 45,Caucasian,0,4,0,10,F,0
307,Male,47,25 - 45,Hispanic,0,0,0,1,F,1
308,Male,34,Less than 25,Other,0,1,0,0,M,1
309,Female,19,25 - 45,African-American,3,1,0,10,F,1
310,Male,22,Greater than 45,Caucasian,0,0,0,10,M,1
311,Male,46,25 - 45,African-American,1,0,0,7,F,1
312,Female,31,Less than 25,African-American,0,0,0,4,F,0
313,Male,23,25 - 45,Caucasian,1,0,0,18,F,0
314,Male,25,25 - 45,African-American,0,1,1,2,M,1
315,Male,26,Less than 25,African-American,0,2,1,10,F,1
316,Male,20,25 - 45,Native American,2,2,0,10,F,1
317,Female,21,25 - 45,African-American,0,1,1,10,F,1
318,Female,34,25 - 45,African-American,0,0,1,3,M,0
319,Male,22,Greater than 45,African-American,0,0,0,14,M,0
320,Male,47,25 - 45,African-American,0,0,0,4,F,1
321,Male,21,25 - 45,Other,0,0,2,7,F,1
322,Male,35,Less than 25,Caucasian,2,0,0,18,F,1
323,Female,28,Less than 25,African-American,0,0,0,7,F,1
324,Male,25,Greater than 45,Other,0,1,0,4,M,1
325,Female,22,Less than 25,Caucasian,0,2,0,3,M,1
326,Male,38,25 - 45,African-American,0,0,0,10,F,0
327,Male,42,25 - 45,Asian,0,0,1,10,F,1
328,Male,20,25 - 45,African-American,0,1,0,7,F,1
329,Male,25,Less than 25,Other,1,1,0,2,F,1
330,Male,25,25 - 45,African-American,2,2,1,7,F,0
331,Male,23,Greater than 45,African-American,0,0,0,1,F,0
332,Male,27,25 - 45,Caucasian,0,0,0,21,F,0
333,Male,34,25 - 45,Caucasian,0,1,1,7,F,1
334,Male,21,25 - 45,African-American,1,0,0,7,M,1
335,Male,23,Less than 25,Hispanic,0,0,0,14,F,0
336,Female,31,Greater than 45,Hispanic,0,0,0,4,F,0
337,Male,27,Greater than 45,African-American,0,1,0,7,F,1
338,Male,21,Less than 25,African-American,1,0,1,11,F,1
339,Male,25,Less than 25,African-American,1,1,0,7,M,1
340,Female,56,Greater than 45,Caucasian,0,0,0,1,F,0
341,Male,37,25 - 45,Hispanic,0,2,0,4,F,0
342,Male,25,25 - 45,Other,0,0,1,7,F,1
343,Male,31,25 - 45,African-American,0,1,0,4,F,1
344,Male,60,Greater than 45,Hispanic,0,0,0,4,F,0
345,Male,34,Greater than 45,Hispanic,0,0,2,2,F,0
346,Male,22,25 - 45,Hispanic,0,0,0,4,F,1
347,Male,33,Less than 25,African-American,0,0,2,1,F,0
348,Female,48,25 - 45,Caucasian,0,1,0,1,M,1
349,Male,41,25 - 45,Other,1,0,0,1,F,1
350,Male,23,Less than 25,Caucasian,0,2,0,10,M,1
351,Male,35,25 - 45,Other,0,0,0,14,F,1
352,Male,24,Greater than 45,African-American,0,0,1,1,M,0
353,Male,25,25 - 45,Hispanic,3,1,0,1,M,1
354,Male,45,Less than 25,Other,0,0,3,10,F,1
355,Male,28,Less than 25,Other,1,2,2,10,M,1
356,Male,21,Less than 25,African-American,0,1,1,7,F,1
357,Male,34,Greater than 45,Hispanic,0,0,0,4,F,1
358,Male,30,25 - 45,Other,0,4,0,19,F,1
359,Male,20,25 - 45,African-American,0,4,1,7,F,1
360,Male,29,25 - 45,African-American,1,0,0,7,M,1
361,Male,22,Less than 25,Other,0,0,0,1,F,1
362,Male,22,25 - 45,Hispanic,0,0,0,1,F,0
363,Female,34,25 - 45,African-American,0,0,0,12,M,0
364,Female,28,Less than 25,Hispanic,0,0,2,9,M,1
365,Male,29,25 - 45,Asian,0,1,4,7,M,1
366,Male,22,Less than 25,Caucasian,0,1,1,2,M,1
367,Male,22,Less than 25,Hispanic,0,0,0,10,M,1
368,Male,33,25 - 45,Other,1,0,0,4,M,1
369,Female,29,25 - 45,African-American,0,0,1,2,M,1
370,Female,23,25 - 45,Other,0,0,0,1,F,0
371,Male,22,Greater than 45,Caucasian,0,1,0,5,M,1
372,Male,22,Greater than 45,Hispanic,0,0,0,1,M,1
373,Female,25,25 - 45,African-American,1,1,0,4,F,1
374,Female,43,25 - 45,African-American,3,0,0,10,F,1
375,Male,27,25 - 45,Hispanic,0,0,2,10,F,1
376,Female,29,25 - 45,African-American,2,4,3,19,F,1
377,Female,38,25 - 45,Asian,0,0,0,1,F,0
378,Male,30,Greater than 45,Caucasian,0,0,0,4,F,1
379,Male,22,25 - 45,Caucasian,0,0,1,2,M,0
380,Male,33,25 - 45,African-American,0,1,1,10,F,1
381,Male,28,25 - 45,African-American,0,1,1,2,F,1
382,Male,22,Less than 25,Caucasian,0,1,0,4,F,1
383,Male,22,25 - 45,Other,0,0,0,4,M,1
384,Male,53,Less than 25,Hispanic,0,0,0,6,F,0
385,Male,23,Less than 25,Caucasian,0,0,0,4,F,0
386,Male,34,25 - 45,Hispanic,0,0,0,11,F,0
387,Male,24,25 - 45,African-American,2,1,2,4,F,1
388,Male,27,Less than 25,Asian,2,0,1,7,F,1
389,Male,48,25 - 45,Caucasian,0,0,0,2,M,0
390,Male,37,25 - 45,African-American,0,0,0,2,F,0
391,Male,31,Less than 25,Native American,0,0,0,4,F,0
392,Male,28,Less than 25,African-American,0,0,1,9,F,0
393,Male,30,25 - 45,Native American,0,4,0,1,F,0
394,Female,44,Less than 25,African-American,1,0,2,4,F,1
395,Male,21,25 - 45,African-American,1,1,1,1,F,0
396,Male,25,25 - 45,African-American,0,0,0,10,F,1
397,Male,23,Greater than 45,Hispanic,0,0,0,4,M,0
398,Male,29,25 - 45,African-American,1,0,1,14,M,1
399,Male,22,Greater than 45,Hispanic,0,0,0,10,M,0
400,Female,27,25 - 45,Caucasian,0,0,3,1,M,1
401,Male,26,25 - 45,African-American,0,1,0,4,M,1
402,Male,24,25 - 45,African-American,3,1,1,17,M,1
403,Male,20,25 - 45,African-American,2,0,1,10,F,1
404,Male,51,25 - 45,African-American,0,0,0,2,F,0
405,Male,28,Greater than 45,African-American,0,0,1,16,F,0
406,Male,27,Less than 25,African-American,0,0,0,1,F,0
407,Male,20,25 - 45,Other,1,2,1,4,F,1
408,Female,33,Greater than 45,African-American,0,0,2,2,F,1
409,Male,22,Greater than 45,Hispanic,0,0,0,10,F,1
410,Male,26,25 - 45,African-American,0,2,3,4,M,1
411,Male,27,25 - 45,African-American,0,0,1,2,M,0
412,Male,26,25 - 45,Other,0,0,1,7,F,1
413,Male,23,25 - 45,African-American,1,0,0,1,F,0
414,Male,47,25 - 45,African-American,0,0,1,1,M,1
415,Male,36,25 - 45,Caucasian,0,0,0,7,M,0
416,Male,26,25 - 45,African-American,3,2,3,2,F,1
417,Female,54,25 - 45,African-American,0,0,1,4,M,0
418,Male,22,25 - 45,Other,0,0,0,14,M,1
419,Male,29,25 - 45,Hispanic,0,0,0,4,F,0
420,Male,32,25 - 45,African-American,0,0,0,0,F,1
421,Male,23,25 - 45,African-American,0,2,0,1,F,1
422,Male,22,Greater than 45,Caucasian,0,0,0,2,F,1
423,Male,22,25 - 45,African-American,0,1,1,1,M,1
424,Male,31,25 - 45,African-American,0,4,0,7,F,0
425,Male,21,25 - 45,African-American,0,1,0,10,F,1
426,Male,22,25 - 45,Caucasian,0,1,0,1,F,0
427,Female,28,Greater than 45,African-American,0,0,0,1,F,0
428,Female,24,25 - 45,African-American,0,0,0,8,F,0
429,Male,20,25 - 45,African-American,0,2,1,1,M,1
430,Male,33,25 - 45,Hispanic,0,1,0,10,F,1
431,Male,21,Greater than 45,African-American,0,0,0,2,F,1
432,Female,23,25 - 45,Caucasian,0,4,0,0,M,0
433,Male,27,Less than 25,African-American,0,0,3,10,F,1
434,Female,47,25 - 45,Other,0,4,0,1,M,1
435,Male,21,Greater than 45,Other,0,0,2,4,F,1
436,Male,23,Greater than 45,African-American,0,0,0,8,F,0
437,Male,19,25 - 45,Other,2,1,3,18,F,1
438,Male,30,25 - 45,African-American,0,0,0,2,F,1
439,Male,29,Less than 25,African-American,0,0,0,0,F,0
440,Male,21,Less than 25,Other,0,0,0,4,F,1
441,Male,26,25 - 45,Other,0,1,3,14,F,1
442,Male,22,Greater than 45,Hispanic,0,0,0,1,M,1
443,Male,23,25 - 45,Caucasian,0,1,0,0,F,0
444,Female,27,Greater than 45,African-American,1,0,0,2,F,0
445,Male,50,Greater than 45,Other,0,4,0,1,M,0
446,Male,22,25 - 45,African-American,0,0,1,7,M,1
447,Male,24,25 - 45,African-American,0,0,0,4,F,0
448,Male,22,Less than 25,Caucasian,0,0,0,2,M,1
449,Female,28,25 - 45,African-American,0,0,0,2,F,0
450,Female,22,Greater than 45,Caucasian,0,0,1,4,M,1
451,Male,33,25 - 45,African-American,0,0,0,8,F,0
452,Male,48,Less than 25,Caucasian,0,0,0,2,F,1
453,Male,22,25 - 45,African-American,1,0,2,18,F,1
454,Male,27,25 - 45,Hispanic,0,0,0,6,F,0
455,Male,27,25 - 45,Hispanic,2,1,1,4,F,1
456,Male,22,Less than 25,African-American,0,0,0,14,F,1
457,Male,32,Less than 25,Caucasian,0,4,0,0,M,1
458,Male,55,25 - 45,Hispanic,0,0,0,4,M,0
459,Male,24,25 - 45,African-American,0,0,0,2,F,0
460,Male,21,25 - 45,African-American,0,1,0,1,M,1
461,Male,24,25 - 45,Other,0,1,0,7,M,1
462,Female,23,Less than 25,Other,0,0,0,2,F,0
463,Male,33,Greater than 45,African-American,0,0,0,2,F,0
464,Male,27,Less than 25,African-American,0,1,1,7,F,1
465,Female,26,25 - 45,African-American,1,0,0,7,M,1
466,Female,23,25 - 45,African-American,0,0,0,1,F,0
